EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;42.0;0.0;0.0;0.0;0.0;5805.0;5418.0;680.0;405.0;580.0;645.0;5.0;0.0;0.0;0.0;45.0;5275.0;2.933;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;453.0;5.0;0.0;0.0;0.0;68724.0;37599.0;8372.0;2782.0;6808.0;7636.0;92.0;0.0;0.0;0.0;828.0;101200.0;35.801;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;44.0;0.0;0.0;0.0;0.0;5346.0;4356.0;624.0;322.0;696.0;594.0;6.0;0.0;0.0;0.0;54.0;6330.0;3.017;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;28.0;0.0;0.0;0.0;0.0;1368.0;1064.0;156.0;77.0;228.0;152.0;4.0;0.0;0.0;0.0;36.0;4180.0;0.6;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26.0;0.0;0.0;0.0;0.0;4644.0;3354.0;544.0;250.0;464.0;516.0;4.0;0.0;0.0;0.0;36.0;4220.0;2.6;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;38.0;0.0;0.0;0.0;0.0;1710.0;1444.0;195.0;105.0;285.0;190.0;5.0;0.0;0.0;0.0;45.0;5225.0;1.233;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;1;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;689.0;0.0;0.0;0.0;0.0;68724.0;57187.0;8372.0;4256.0;6808.0;7636.0;92.0;0.0;0.0;0.0;828.0;101200.0;42.222;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;39.0;0.0;0.0;0.0;0.0;4455.0;3861.0;524.0;287.0;538.0;495.0;5.0;0.0;0.0;0.0;45.0;5320.0;2.384;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21.0;0.0;0.0;0.0;0.0;3483.0;2709.0;408.0;202.0;348.0;387.0;3.0;0.0;0.0;0.0;27.0;3165.0;1.733;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;349.0;1.0;0.0;0.0;0.0;41832.0;28967.0;5096.0;2146.0;4144.0;4648.0;56.0;0.0;0.0;0.0;504.0;61600.0;23.404;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34.0;0.0;0.0;0.0;0.0;3564.0;3366.0;416.0;249.0;464.0;396.0;4.0;0.0;0.0;0.0;36.0;4220.0;1.833;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29.0;0.0;0.0;0.0;0.0;1710.0;1102.0;195.0;80.0;285.0;190.0;5.0;0.0;0.0;0.0;45.0;5225.0;1.301;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;28.0;0.0;0.0;0.0;0.0;5805.0;3612.0;680.0;269.0;580.0;645.0;5.0;0.0;0.0;0.0;45.0;5275.0;2.95;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;32.0;0.0;0.0;0.0;0.0;1368.0;1216.0;156.0;88.0;228.0;152.0;4.0;0.0;0.0;0.0;36.0;4180.0;0.817;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;2;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;407.0;1.0;0.0;0.0;0.0;41832.0;33781.0;5096.0;2511.0;4144.0;4648.0;56.0;0.0;0.0;0.0;504.0;61600.0;23.418;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;35.0;0.0;0.0;0.0;0.0;4455.0;3465.0;520.0;257.0;580.0;495.0;5.0;0.0;0.0;0.0;45.0;5275.0;2.3;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29.0;0.0;0.0;0.0;0.0;6966.0;3741.0;816.0;279.0;696.0;774.0;6.0;0.0;0.0;0.0;54.0;6330.0;3.567;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;344.0;0.0;0.0;0.0;0.0;35856.0;28552.0;4368.0;2124.0;3572.0;3984.0;48.0;0.0;0.0;0.0;432.0;52800.0;20.041;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;48.0;0.0;0.0;0.0;0.0;6237.0;4752.0;728.0;351.0;812.0;693.0;7.0;0.0;0.0;0.0;63.0;7385.0;3.433;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20.0;0.0;0.0;0.0;0.0;1368.0;760.0;156.0;55.0;228.0;152.0;4.0;0.0;0.0;0.0;36.0;4180.0;0.834;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30.0;0.0;0.0;0.0;0.0;4644.0;3870.0;544.0;289.0;464.0;516.0;4.0;0.0;0.0;0.0;36.0;4220.0;2.234;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30.0;0.0;0.0;0.0;0.0;2052.0;1140.0;234.0;83.0;342.0;228.0;6.0;0.0;0.0;0.0;54.0;6270.0;1.018;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;3;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;382.0;0.0;0.0;0.0;0.0;35856.0;31706.0;4368.0;2364.0;3552.0;3984.0;48.0;0.0;0.0;0.0;432.0;52800.0;20.639;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17.0;0.0;0.0;0.0;0.0;3564.0;1683.0;416.0;124.0;464.0;396.0;4.0;0.0;0.0;0.0;36.0;4220.0;1.601;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23.0;0.0;0.0;0.0;0.0;4644.0;2967.0;544.0;222.0;464.0;516.0;4.0;0.0;0.0;0.0;36.0;4220.0;2.049;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;260.0;1.0;0.0;0.0;0.0;32868.0;21580.0;4004.0;1598.0;3256.0;3652.0;44.0;0.0;0.0;0.0;396.0;48400.0;15.728;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26.0;0.0;0.0;0.0;0.0;3564.0;2574.0;416.0;190.0;464.0;396.0;4.0;0.0;0.0;0.0;36.0;4220.0;1.501;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17.0;0.0;0.0;0.0;0.0;1368.0;646.0;156.0;46.0;228.0;152.0;4.0;0.0;0.0;0.0;36.0;4180.0;0.433;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16.0;0.0;0.0;0.0;0.0;4644.0;2064.0;544.0;153.0;464.0;516.0;4.0;0.0;0.0;0.0;36.0;4220.0;2.032;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SIRI;MARAÚ;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SDLO;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18.0;0.0;0.0;0.0;0.0;1368.0;684.0;156.0;49.0;228.0;152.0;4.0;0.0;0.0;0.0;36.0;4180.0;0.499;0.0
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;BRASILEIRA;2025;4;SNCL;CAIRU;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;330.0;1.0;0.0;0.0;0.0;33615.0;27390.0;4095.0;2035.0;3330.0;3735.0;45.0;0.0;0.0;0.0;405.0;49500.0;16.093;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7881.0;287.0;195325.0;0.0;11377.0;74884100.0;64182900.0;14391200.0;7459820.0;0.0;252464.0;31.0;1590730000.0;0.0;92654300.0;9195.0;1767100.0;310.402;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6178.0;321.0;133843.0;0.0;11369.0;75696200.0;67879100.0;14582200.0;8442290.0;0.0;254014.0;31.0;2240030000.0;0.0;93157600.0;9238.0;1779620.0;307.402;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5952.0;142.0;92589.0;0.0;0.0;15907800.0;14716200.0;3064470.0;1628700.0;0.0;53382.0;31.0;304252000.0;0.0;0.0;9238.0;1779620.0;80.632;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8558.0;220.0;226806.0;0.0;0.0;74884100.0;69696400.0;14391200.0;8119760.0;0.0;252464.0;31.0;1847110000.0;0.0;0.0;9195.0;1767100.0;318.682;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6096.0;292.0;225747.0;0.0;0.0;75696200.0;71205900.0;14582200.0;8947360.0;0.0;254014.0;31.0;2538850000.0;0.0;0.0;9238.0;1779620.0;318.118;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4824.0;134.0;48960.0;0.0;0.0;15907800.0;11933500.0;3064470.0;1398580.0;0.0;53382.0;31.0;324583000.0;0.0;0.0;9238.0;1779620.0;88.149;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6877.0;332.0;194451.0;0.0;19657.0;63099700.0;56006300.0;12155600.0;6784250.0;0.0;211744.0;26.0;1583610000.0;0.0;160087000.0;7748.0;1492580.0;255.101;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4955.0;276.0;126896.0;0.0;5795.0;66256700.0;61627100.0;12555300.0;7210420.0;0.0;229432.0;28.0;1616510000.0;0.0;47484200.0;8086.0;1532260.0;280.314;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3346.0;131.0;144317.0;0.0;515.0;12897800.0;9582930.0;2440830.0;1192160.0;0.0;44772.0;26.0;328826000.0;0.0;886830.0;7490.0;1417450.0;69.199;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;158.0;12.0;256.0;0.0;0.0;511666.0;398344.0;98567.0;39758.0;0.0;1717.0;1.0;3907890.0;0.0;0.0;298.0;57407.0;3.167;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5774.0;276.0;338516.0;0.0;0.0;63099700.0;47023500.0;12155600.0;6988970.0;0.0;211744.0;26.0;2756870000.0;0.0;0.0;7748.0;1492580.0;265.867;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4237.0;194.0;265278.0;0.0;0.0;63814900.0;55030900.0;12085000.0;7539590.0;0.0;221238.0;27.0;2586820000.0;0.0;0.0;7788.0;1474860.0;277.683;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5058.0;129.0;120682.0;0.0;0.0;13924100.0;13128500.0;2638530.0;1510570.0;0.0;48216.0;28.0;329016000.0;0.0;0.0;8086.0;1532260.0;76.201;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;2;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;24734.0;21580.0;4764.0;2255.0;0.0;83.0;1.0;313740.0;0.0;0.0;298.0;57407.0;0.417;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6216.0;312.0;204782.0;0.0;5158.0;70380400.0;50623100.0;13558100.0;6265820.0;0.0;236176.0;29.0;1667740000.0;0.0;42006800.0;8642.0;1664800.0;286.517;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5319.0;288.0;144509.0;0.0;13061.0;76376300.0;63872200.0;14539500.0;7960200.0;0.0;262208.0;32.0;2104690000.0;0.0;107022000.0;9321.0;1774410.0;318.533;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4861.0;170.0;117344.0;0.0;881.0;15024400.0;12580900.0;2857800.0;1471390.0;0.0;51660.0;30.0;337250000.0;0.0;1870090.0;8725.0;1659600.0;79.467;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7420.0;345.0;395688.0;0.0;0.0;70380400.0;60428500.0;13558100.0;8661030.0;0.0;236176.0;29.0;3222480000.0;0.0;0.0;8642.0;1664800.0;296.549;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5385.0;368.0;289477.0;0.0;3375.0;73934400.0;64159000.0;14069100.0;8818870.0;0.0;254014.0;31.0;3015240000.0;0.0;29334500.0;9023.0;1717010.0;316.001;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4875.0;110.0;153606.0;0.0;0.0;15024400.0;12658400.0;2857800.0;1597220.0;0.0;51660.0;30.0;457975000.0;0.0;0.0;8725.0;1659600.0;84.214;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3171.0;164.0;196626.0;0.0;3550.0;43684400.0;25824600.0;8415400.0;3954440.0;0.0;146592.0;18.0;1601320000.0;0.0;28911200.0;5364.0;1033330.0;176.616;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5731.0;362.0;167735.0;0.0;9508.0;73254400.0;55571700.0;14111800.0;7382660.0;0.0;245820.0;30.0;2303310000.0;0.0;77908600.0;8940.0;1722210.0;296.417;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;12781.0;0.0;0.0;2205260.0;0.0;432034.0;104778.0;0.0;8198.0;1.0;104779000.0;0.0;0.0;269.0;52700.0;10.967;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;109.0;5.0;5426.0;0.0;0.0;513156.0;187698.0;98854.0;26236.0;0.0;1722.0;1.0;9343570.0;0.0;0.0;298.0;57407.0;2.567;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2129.0;83.0;87114.0;0.0;20.0;8210500.0;6333520.0;1581660.0;826365.0;0.0;27552.0;16.0;256321000.0;0.0;34440.0;4768.0;918512.0;40.369;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4661.0;166.0;273624.0;0.0;0.0;41257500.0;37959200.0;7947870.0;5644710.0;0.0;138448.0;17.0;2228390000.0;0.0;0.0;5066.0;975919.0;171.752;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6575.0;319.0;368683.0;0.0;4192.0;73254400.0;66568100.0;14111800.0;9552320.0;0.0;245820.0;30.0;3526860000.0;0.0;34349200.0;8940.0;1722210.0;304.099;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;140.0;4.0;3548.0;0.0;0.0;513156.0;241080.0;98854.0;27806.0;0.0;1722.0;1.0;6109660.0;0.0;0.0;298.0;57407.0;2.75;0.0
ACA;AIR CANADA;ESTRANGEIRA;2025;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2009.0;89.0;122539.0;0.0;0.0;8723650.0;5269320.0;1680520.0;880453.0;0.0;29274.0;17.0;406222000.0;0.0;0.0;5066.0;975919.0;48.651;0.0
