EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6162.0;33.0;186688.0;0.0;0.0;57637400.0;45839100.0;8740370.0;5514280.0;0.0;193414.0;26.0;1388770000.0;0.0;0.0;7748.0;1174940.0;247.566;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2643.0;74.0;48348.0;0.0;0.0;29539200.0;22325400.0;4630720.0;2417680.0;0.0;109811.0;13.0;408396000.0;0.0;0.0;3497.0;548210.0;141.883;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7030.0;111.0;89270.0;0.0;0.0;55042500.0;39452400.0;8328980.0;4051680.0;0.0;196420.0;35.0;500983000.0;0.0;0.0;9808.0;1484140.0;262.349;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;185.0;3.0;12342.0;0.0;0.0;2299070.0;1427280.0;348640.0;223673.0;0.0;7715.0;1.0;95218500.0;0.0;0.0;298.0;45190.0;9.867;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12669.0;338.0;430816.0;0.0;5554.0;121403000.0;97741300.0;18431300.0;12163300.0;0.0;408895.0;53.0;3323750000.0;0.0;42849100.0;15736.0;2389030.0;526.435;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;333.0;6.0;19764.0;0.0;0.0;4729260.0;2642360.0;717164.0;394639.0;0.0;15870.0;2.0;156827000.0;0.0;0.0;596.0;90380.0;19.734;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;20070.0;240.0;667686.0;0.0;4375.0;184441000.0;159255000.0;27969400.0;19665800.0;0.0;618930.0;78.0;5298090000.0;0.0;34715600.0;23244.0;3524820.0;797.335;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9198.0;183.0;231590.0;0.0;0.0;64181000.0;53872700.0;9501140.0;6204940.0;0.0;257708.0;44.0;1356420000.0;0.0;0.0;10958.0;1622190.0;336.716;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3235.0;147.0;3168.0;0.0;0.0;29388700.0;24078700.0;3628080.0;2184940.0;0.0;174933.0;31.0;17877000.0;0.0;0.0;5208.0;642940.0;230.703;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7513.0;180.0;90046.0;0.0;0.0;58332500.0;48819500.0;8926350.0;4978860.0;0.0;201438.0;31.0;585119000.0;0.0;0.0;8977.0;1373710.0;263.751;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2309.0;27.0;7832.0;0.0;0.0;27243200.0;20036000.0;3363230.0;1850270.0;0.0;162162.0;27.0;47039000.0;0.0;0.0;4536.0;559980.0;208.749;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;0.0;0.0;0.0;654696.0;384504.0;80823.0;34771.0;0.0;3897.0;3.0;167571.0;0.0;0.0;504.0;62220.0;6.299;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2400550.0;1075570.0;296351.0;100158.0;0.0;14289.0;11.0;3361810.0;0.0;0.0;1848.0;228140.0;22.634;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;6724.0;83.0;46235.0;0.0;0.0;58687500.0;49044900.0;8899600.0;4751260.0;0.0;196938.0;27.0;337238000.0;0.0;0.0;8046.0;1220130.0;242.418;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;NÃO REGULAR;158.0;1.0;16362.0;0.0;0.0;2216820.0;1175360.0;336168.0;227499.0;0.0;7439.0;1.0;121717000.0;0.0;0.0;298.0;45190.0;9.35;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;6787.0;46.0;108312.0;0.0;0.0;55420600.0;50488500.0;8404200.0;5349680.0;0.0;185975.0;25.0;805733000.0;0.0;0.0;7450.0;1129750.0;227.384;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;3055250.0;1334070.0;377174.0;120058.0;0.0;18186.0;14.0;0.0;0.0;0.0;2352.0;290360.0;29.4;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3134.0;75.0;37570.0;0.0;0.0;29539200.0;26472900.0;4630720.0;2699910.0;0.0;109811.0;13.0;317354000.0;0.0;0.0;3497.0;548210.0;133.418;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;8533.0;138.0;276940.0;0.0;0.0;55042500.0;47887200.0;8328980.0;5864020.0;0.0;196420.0;35.0;1554190000.0;0.0;0.0;9808.0;1484140.0;250.332;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2556.0;55.0;55495.0;0.0;0.0;23735700.0;20358500.0;3599380.0;2274280.0;0.0;79650.0;10.0;442018000.0;0.0;0.0;2980.0;451900.0;98.55;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;14217.0;365.0;358814.0;0.0;2270.0;121627000.0;109684000.0;18454600.0;12657300.0;0.0;408895.0;53.0;2768250000.0;0.0;17513000.0;15765.0;2392050.0;504.417;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;219.0;4.0;0.0;0.0;0.0;204171.0;166221.0;32007.0;14959.0;0.0;759.0;1.0;0.0;0.0;0.0;269.0;42170.0;1.617;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3536.0;39.0;30619.0;0.0;0.0;31689300.0;28924500.0;4805500.0;2853660.0;0.0;106340.0;13.0;250463000.0;0.0;0.0;3874.0;587470.0;131.417;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;22320.0;303.0;284505.0;0.0;7746.0;189170000.0;177109000.0;28686600.0;18258800.0;0.0;634800.0;80.0;2257550000.0;0.0;61464500.0;23840.0;3615200.0;780.265;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;915096.0;462576.0;112970.0;41626.0;0.0;5447.0;13.0;0.0;0.0;0.0;2184.0;269620.0;13.049;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;10352.0;204.0;195378.0;0.0;0.0;65165000.0;60631700.0;9622620.0;6601160.0;0.0;263565.0;45.0;1144330000.0;0.0;0.0;11126.0;1642930.0;339.57;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3471.0;119.0;671.0;0.0;0.0;29388700.0;25816700.0;3628080.0;2327280.0;0.0;174933.0;31.0;3786450.0;0.0;0.0;5208.0;642940.0;227.951;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;915096.0;432408.0;112970.0;38911.0;0.0;5447.0;13.0;0.0;0.0;0.0;2184.0;269620.0;13.217;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;7893.0;174.0;424777.0;0.0;0.0;58144100.0;51288700.0;8906720.0;7376170.0;0.0;201438.0;31.0;2760200000.0;0.0;0.0;8948.0;1370690.0;250.384;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;1615150.0;1249820.0;199394.0;112483.0;0.0;9614.0;2.0;0.0;0.0;0.0;336.0;41480.0;13.4;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPFR;FARO / MADEIRA AND ACORES;;;PORTUGAL;EUROPA;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;66156.0;58164.0;10032.0;8252.0;0.0;222.0;1.0;2998110.0;0.0;19980.0;298.0;45190.0;1.067;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1836.0;56.0;40976.0;0.0;1736.0;18988600.0;14623700.0;2879500.0;1656330.0;0.0;63720.0;8.0;326374000.0;0.0;13827200.0;2384.0;361520.0;81.784;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2906.0;22.0;109602.0;0.0;4964.0;29006300.0;23771100.0;4435850.0;3076540.0;0.0;98160.0;12.0;896544000.0;0.0;40605500.0;3546.0;542280.0;128.184;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPR;PORTO;;;PORTUGAL;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;234.0;0.0;0.0;0.0;0.0;2010610.0;1578800.0;304896.0;142091.0;0.0;6747.0;1.0;0.0;0.0;0.0;298.0;45190.0;9.65;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;449568.0;347880.0;55500.0;31308.0;0.0;2676.0;2.0;0.0;0.0;0.0;336.0;41480.0;4.85;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1708.0;17.0;2221.0;0.0;0.0;22198200.0;14438400.0;2740410.0;1314900.0;0.0;132132.0;22.0;15453400.0;0.0;0.0;3696.0;456280.0;179.448;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4232.0;25.0;97061.0;0.0;0.0;47819500.0;30868200.0;7251530.0;3486090.0;0.0;160468.0;22.0;707963000.0;0.0;0.0;6556.0;994180.0;213.12;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5145.0;32.0;279629.0;0.0;0.0;50986900.0;38273700.0;7731860.0;5524780.0;0.0;171097.0;23.0;2080160000.0;0.0;0.0;6854.0;1039370.0;219.133;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2702.0;46.0;76500.0;0.0;0.0;27266900.0;22823800.0;4274510.0;2700330.0;0.0;101364.0;12.0;646196000.0;0.0;0.0;3228.0;506040.0;130.835;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5188.0;68.0;177431.0;0.0;0.0;44873600.0;29115100.0;6897590.0;3616080.0;0.0;157136.0;28.0;995743000.0;0.0;0.0;7996.0;1229080.0;213.115;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12384.0;411.0;459233.0;0.0;3321.0;110132000.0;95542500.0;16711400.0;12167400.0;0.0;370320.0;48.0;3542980000.0;0.0;25621500.0;14275.0;2166100.0;473.149;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;210.0;2.0;9997.0;0.0;234.0;2364630.0;1666350.0;358582.0;231154.0;0.0;7935.0;1.0;79326200.0;0.0;1856790.0;298.0;45190.0;10.217;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;18905.0;190.0;701238.0;0.0;4620.0;167889000.0;150011000.0;25459300.0;19102000.0;0.0;563385.0;71.0;5564320000.0;0.0;36659700.0;21158.0;3208490.0;725.131;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8650.0;194.0;211481.0;0.0;0.0;59319700.0;50663000.0;8727140.0;5798300.0;0.0;234280.0;40.0;1238640000.0;0.0;0.0;10128.0;1490040.0;308.851;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2848.0;110.0;4291.0;0.0;0.0;26544700.0;20771900.0;3276980.0;1893670.0;0.0;158004.0;28.0;24214100.0;0.0;0.0;4704.0;580720.0;211.815;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;231.0;0.0;0.0;0.0;0.0;1936400.0;1501040.0;293644.0;135093.0;0.0;6498.0;1.0;0.0;0.0;0.0;298.0;45190.0;8.217;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6016.0;167.0;81493.0;0.0;0.0;48273600.0;39092000.0;7418880.0;4047810.0;0.0;168948.0;26.0;529542000.0;0.0;0.0;7429.0;1141720.0;222.267;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;1803.0;15.0;4001.0;0.0;0.0;24216200.0;16048000.0;2989540.0;1468680.0;0.0;144144.0;24.0;24366300.0;0.0;0.0;4032.0;497760.0;184.948;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2618780.0;1241840.0;323292.0;112217.0;0.0;15588.0;12.0;457248.0;0.0;0.0;2016.0;248880.0;25.181;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;4459.0;26.0;86487.0;0.0;0.0;47819500.0;32523900.0;7251530.0;3557980.0;0.0;160468.0;22.0;630836000.0;0.0;0.0;6556.0;994180.0;193.703;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;5153.0;31.0;262178.0;0.0;0.0;50986900.0;38333200.0;7731860.0;5400320.0;0.0;171097.0;23.0;1950340000.0;0.0;0.0;6854.0;1039370.0;207.847;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2618780.0;1128830.0;323292.0;101660.0;0.0;15588.0;12.0;72744.0;0.0;0.0;2016.0;248880.0;25.15;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2697.0;65.0;80407.0;0.0;0.0;27266900.0;22781600.0;4274510.0;2729530.0;0.0;101364.0;12.0;679198000.0;0.0;0.0;3228.0;506040.0;123.782;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;6318.0;87.0;248243.0;0.0;0.0;45036300.0;35456600.0;6914540.0;4584220.0;0.0;157136.0;28.0;1393140000.0;0.0;0.0;8025.0;1232100.0;199.365;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;1662.0;34.0;23477.0;0.0;0.0;18988600.0;13237800.0;2879500.0;1378390.0;0.0;63720.0;8.0;186994000.0;0.0;0.0;2384.0;361520.0;78.034;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;10859.0;342.0;363011.0;0.0;1356.0;110132000.0;83777200.0;16711400.0;10351000.0;0.0;370320.0;48.0;2800630000.0;0.0;10461500.0;14275.0;2166100.0;456.134;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPFR;FARO / MADEIRA AND ACORES;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2336020.0;2053820.0;354244.0;291414.0;0.0;7839.0;1.0;105866000.0;0.0;705510.0;298.0;45190.0;9.65;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2537.0;27.0;84155.0;0.0;0.0;29251700.0;20752700.0;4435850.0;2556120.0;0.0;98160.0;12.0;688388000.0;0.0;0.0;3576.0;542280.0;120.417;0.0
